date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:47:52	155522/155522	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jul%202023%2022:07:11%20GMT	https://tuckermccumber.com/wp-content/uploads/2023/07/day3a-768x1020.jpg	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/wp-content/uploads/2023/07/day3a-768x1020.jpg	(from https://tuckermccumber.com/category/orlando/)
10:47:52	119521/119521	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jul%202023%2022:04:49%20GMT	https://tuckermccumber.com/wp-content/uploads/2023/07/day2a-768x1020.jpg	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/wp-content/uploads/2023/07/day2a-768x1020.jpg	(from https://tuckermccumber.com/category/orlando/)
10:47:52	110483/110483	---MCZ	200	added ('OK')	text/html	date:Fri,%2020%20Mar%202026%2015:47:52%20GMT	https://tuckermccumber.com/2023/07/04/orlando-day-7/	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/2023/07/04/orlando-day-7/index.html	(from https://tuckermccumber.com/category/orlando/)
10:47:52	296481/296481	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jul%202023%2022:01:33%20GMT	https://tuckermccumber.com/wp-content/uploads/2023/07/PXL_20230626_234731339-scaled-1-768x1020.jpg	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/wp-content/uploads/2023/07/PXL_20230626_234731339-scaled-1-768x1020.jpg	(from https://tuckermccumber.com/category/orlando/)
10:47:53	109136/109136	---MCZ	200	added ('OK')	text/html	date:Fri,%2020%20Mar%202026%2015:47:53%20GMT	https://tuckermccumber.com/2023/07/04/orlando-day-6/	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/2023/07/04/orlando-day-6/index.html	(from https://tuckermccumber.com/category/orlando/)
10:47:53	652/652	---M-Z	200	added ('OK')	application/json	date:Fri,%2020%20Mar%202026%2015:47:53%20GMT	https://tuckermccumber.com/wp-json/wp/v2/categories/9	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/wp-json/wp/v2/categories/9.json	(from https://tuckermccumber.com/category/photography/)
10:47:53	33991/33991	---M--	200	added ('OK')	image/jpeg	date:Fri,%2007%20Jul%202023%2021:30:21%20GMT	https://tuckermccumber.com/wp-content/uploads/2023/07/PXL_20230707_040632545-771x1024.jpg	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/wp-content/uploads/2023/07/PXL_20230707_040632545-771x1024.jpg	(from https://tuckermccumber.com/category/photography/)
10:47:53	104502/104502	---M-Z	200	added ('OK')	text/html	date:Fri,%2020%20Mar%202026%2015:47:53%20GMT	https://tuckermccumber.com/2023/07/04/orlando-day-5/	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/2023/07/04/orlando-day-5/index.html	(from https://tuckermccumber.com/category/orlando/)
10:47:54	111266/111266	---MCZ	200	added ('OK')	text/html	date:Fri,%2020%20Mar%202026%2015:47:53%20GMT	https://tuckermccumber.com/2023/07/04/orlando-day-4/	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/2023/07/04/orlando-day-4/index.html	(from https://tuckermccumber.com/category/orlando/)
10:47:54	646/646	---M-Z	200	added ('OK')	application/json	date:Fri,%2020%20Mar%202026%2015:47:53%20GMT	https://tuckermccumber.com/wp-json/wp/v2/categories/10	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/wp-json/wp/v2/categories/10.json	(from https://tuckermccumber.com/category/projects/)
10:47:54	2213/2213	---M-Z	200	added ('OK')	application/json	date:Fri,%2020%20Mar%202026%2015:47:54%20GMT	https://tuckermccumber.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftuckermccumber.com%2Fsocials%2F	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/wp-json/oembed/1.0/embed8bbf.json	(from https://tuckermccumber.com/socials/)
10:47:54	105954/105954	---MCZ	200	added ('OK')	text/html	date:Fri,%2020%20Mar%202026%2015:47:54%20GMT	https://tuckermccumber.com/2023/07/04/orlando-day-2/	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/2023/07/04/orlando-day-2/index.html	(from https://tuckermccumber.com/category/orlando/)
10:47:54	103385/103385	---MCZ	200	added ('OK')	text/html	date:Fri,%2020%20Mar%202026%2015:47:54%20GMT	https://tuckermccumber.com/2023/07/04/orlando-day-3/	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/2023/07/04/orlando-day-3/index.html	(from https://tuckermccumber.com/category/orlando/)
10:47:54	2362/2362	---M-Z	200	added ('OK')	text/xml	date:Fri,%2020%20Mar%202026%2015:47:54%20GMT	https://tuckermccumber.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftuckermccumber.com%2Fsocials%2F&format=xml	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/wp-json/oembed/1.0/embedf768	(from https://tuckermccumber.com/socials/)
10:47:54	103795/103795	---MCZ	200	added ('OK')	text/html	date:Fri,%2020%20Mar%202026%2015:47:54%20GMT	https://tuckermccumber.com/2023/07/04/orlando-day-1/	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/2023/07/04/orlando-day-1/index.html	(from https://tuckermccumber.com/category/orlando/)
10:47:54	2784/2784	---M-Z	200	added ('OK')	application/json	date:Fri,%2020%20Mar%202026%2015:47:54%20GMT	https://tuckermccumber.com/wp-json/wp/v2/pages/76	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/wp-json/wp/v2/pages/76.json	(from https://tuckermccumber.com/socials/)
10:47:55	3026/3026	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2013%20Nov%202024%2023:53:42%20GMT	https://tuckermccumber.com/wp-includes/js/comment-reply.min.js?ver=6.9.4	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/wp-includes/js/comment-reply.minb34e.js	(from https://tuckermccumber.com/socials/)
10:47:55	3554/3554	---M-Z	200	added ('OK')	application/rss+xml	etag:%22ffdd85f527c636266f33b44c0d0b9317%22	https://tuckermccumber.com/category/photography/feed/	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/category/photography/feed/index.html	(from https://tuckermccumber.com/category/photography/)
10:47:55	97749/97749	---MCZ	200	added ('OK')	text/html	date:Fri,%2020%20Mar%202026%2015:47:55%20GMT	https://tuckermccumber.com/2023/07/07/cabin-and-stars/	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/2023/07/07/cabin-and-stars/index.html	(from https://tuckermccumber.com/category/photography/)
10:47:55	2350/2350	---M-Z	200	added ('OK')	application/json	date:Fri,%2020%20Mar%202026%2015:47:55%20GMT	https://tuckermccumber.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftuckermccumber.com%2F2023%2F11%2F09%2Ftuckers-memorial-video%2F	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/wp-json/oembed/1.0/embeddb78.json	(from https://tuckermccumber.com/2023/11/09/tuckers-memorial-video/)
10:47:56	2499/2499	---M-Z	200	added ('OK')	text/xml	date:Fri,%2020%20Mar%202026%2015:47:56%20GMT	https://tuckermccumber.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftuckermccumber.com%2F2023%2F11%2F09%2Ftuckers-memorial-video%2F&format=xml	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/wp-json/oembed/1.0/embeda9e5	(from https://tuckermccumber.com/2023/11/09/tuckers-memorial-video/)
10:47:56	1171/1171	---M-Z	200	added ('OK')	application/rss+xml	etag:%22ffdd85f527c636266f33b44c0d0b9317%22	https://tuckermccumber.com/category/projects/feed/	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/category/projects/feed/index.html	(from https://tuckermccumber.com/category/projects/)
10:47:56	2070/2070	---M-Z	200	added ('OK')	application/json	date:Fri,%2020%20Mar%202026%2015:47:56%20GMT	https://tuckermccumber.com/wp-json/wp/v2/posts/210	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/wp-json/wp/v2/posts/210.json	(from https://tuckermccumber.com/2023/11/09/tuckers-memorial-video/)
10:47:56	741/741	---M-Z	200	added ('OK')	application/rss+xml	etag:%222b85c820d9e2d575bac44852ad645377%22	https://tuckermccumber.com/socials/feed/	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/socials/feed/index.html	(from https://tuckermccumber.com/socials/)
10:47:56	42/42	---M-Z	405	error ('Method%20Not%20Allowed')	text/plain	date:Fri,%2020%20Mar%202026%2015:47:56%20GMT	https://tuckermccumber.com/xmlrpc.php	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/xmlrpc.php	(from https://tuckermccumber.com/2023/11/09/tuckers-memorial-video/)
10:47:57	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2020%20Mar%202026%2015:47:56%20GMT	https://tuckermccumber.com/?p=76	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/index04cd.html	(from https://tuckermccumber.com/socials/)
10:47:57	3346/3346	---M-Z	200	added ('OK')	application/rss+xml	etag:%222b85c820d9e2d575bac44852ad645377%22	https://tuckermccumber.com/2023/11/09/tuckers-memorial-video/feed/	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/2023/11/09/tuckers-memorial-video/feed/index.html	(from https://tuckermccumber.com/2023/11/09/tuckers-memorial-video/)
10:47:57	742/742	---M-Z	200	added ('OK')	application/json	date:Fri,%2020%20Mar%202026%2015:47:57%20GMT	https://tuckermccumber.com/wp-json/wp/v2/users/2	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/wp-json/wp/v2/users/2.json	(from https://tuckermccumber.com/author/danimccumber/)
10:47:59	90983/90983	---MCZ	200	added ('OK')	text/html	date:Fri,%2020%20Mar%202026%2015:47:57%20GMT	https://tuckermccumber.com/2023/11/09/	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/2023/11/09/index.html	(from https://tuckermccumber.com/2023/11/09/tuckers-memorial-video/)
10:48:00	121390/121390	---MCZ	200	added ('OK')	text/html	date:Fri,%2020%20Mar%202026%2015:47:57%20GMT	https://tuckermccumber.com/2023/	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/2023/index.html	(from https://tuckermccumber.com/2023/11/09/tuckers-memorial-video/)
10:48:00	105449/105449	---MCZ	200	added ('OK')	text/html	date:Fri,%2020%20Mar%202026%2015:47:57%20GMT	https://tuckermccumber.com/2023/11/09/tuckers-memorial-video/?replytocom=141	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/2023/11/09/tuckers-memorial-video/indexc358.html	(from https://tuckermccumber.com/2023/11/09/tuckers-memorial-video/)
10:48:00	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2020%20Mar%202026%2015:47:57%20GMT	https://tuckermccumber.com/?p=210	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/indexe4c6.html	(from https://tuckermccumber.com/2023/11/09/tuckers-memorial-video/)
10:48:00	105462/105462	---MCZ	200	added ('OK')	text/html	date:Fri,%2020%20Mar%202026%2015:48:00%20GMT	https://tuckermccumber.com/2023/11/09/tuckers-memorial-video/?replytocom=155	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/2023/11/09/tuckers-memorial-video/indexb993.html	(from https://tuckermccumber.com/2023/11/09/tuckers-memorial-video/)
10:48:00	2340/2340	---M-Z	200	added ('OK')	application/json	date:Fri,%2020%20Mar%202026%2015:48:00%20GMT	https://tuckermccumber.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftuckermccumber.com%2F2023%2F11%2F08%2Ftuckers-final-wishes%2F	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/wp-json/oembed/1.0/embedef80.json	(from https://tuckermccumber.com/2023/11/08/tuckers-final-wishes/)
10:48:00	105462/105462	---M-Z	200	added ('OK')	text/html	date:Fri,%2020%20Mar%202026%2015:48:00%20GMT	https://tuckermccumber.com/2023/11/09/tuckers-memorial-video/?replytocom=293	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/2023/11/09/tuckers-memorial-video/indexf8e8.html	(from https://tuckermccumber.com/2023/11/09/tuckers-memorial-video/)
10:48:00	105449/105449	---MCZ	200	added ('OK')	text/html	date:Fri,%2020%20Mar%202026%2015:48:00%20GMT	https://tuckermccumber.com/2023/11/09/tuckers-memorial-video/?replytocom=292	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/2023/11/09/tuckers-memorial-video/index9975.html	(from https://tuckermccumber.com/2023/11/09/tuckers-memorial-video/)
10:48:00	10801/10801	---MCZ	200	added ('OK')	application/rss+xml	etag:%22ffdd85f527c636266f33b44c0d0b9317%22	https://tuckermccumber.com/author/danimccumber/feed/	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/author/danimccumber/feed/index.html	(from https://tuckermccumber.com/author/danimccumber/)
10:48:00	2489/2489	---M-Z	200	added ('OK')	text/xml	date:Fri,%2020%20Mar%202026%2015:48:00%20GMT	https://tuckermccumber.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftuckermccumber.com%2F2023%2F11%2F08%2Ftuckers-final-wishes%2F&format=xml	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/wp-json/oembed/1.0/embed6085	(from https://tuckermccumber.com/2023/11/08/tuckers-final-wishes/)
10:48:01	4798/4798	---M-Z	200	added ('OK')	application/json	date:Fri,%2020%20Mar%202026%2015:48:01%20GMT	https://tuckermccumber.com/wp-json/wp/v2/posts/208	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/wp-json/wp/v2/posts/208.json	(from https://tuckermccumber.com/2023/11/08/tuckers-final-wishes/)
10:48:01	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2020%20Mar%202026%2015:48:01%20GMT	https://tuckermccumber.com/?p=208	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/index0eba.html	(from https://tuckermccumber.com/2023/11/08/tuckers-final-wishes/)
10:48:01	2322/2322	---M-Z	200	added ('OK')	application/json	date:Fri,%2020%20Mar%202026%2015:48:01%20GMT	https://tuckermccumber.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftuckermccumber.com%2F2023%2F10%2F20%2Ffuneral-arrangements%2F	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/wp-json/oembed/1.0/embed24c4.json	(from https://tuckermccumber.com/2023/10/20/funeral-arrangements/)
10:48:01	814/814	---M-Z	200	added ('OK')	application/rss+xml	etag:%222b85c820d9e2d575bac44852ad645377%22	https://tuckermccumber.com/2023/11/08/tuckers-final-wishes/feed/	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/2023/11/08/tuckers-final-wishes/feed/index.html	(from https://tuckermccumber.com/2023/11/08/tuckers-final-wishes/)
10:48:01	2465/2465	---M-Z	200	added ('OK')	text/xml	date:Fri,%2020%20Mar%202026%2015:48:01%20GMT	https://tuckermccumber.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftuckermccumber.com%2F2023%2F10%2F20%2Ffuneral-arrangements%2F&format=xml	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/wp-json/oembed/1.0/embed7529	(from https://tuckermccumber.com/2023/10/20/funeral-arrangements/)
10:48:01	91265/91265	---MCZ	200	added ('OK')	text/html	date:Fri,%2020%20Mar%202026%2015:48:01%20GMT	https://tuckermccumber.com/2023/11/08/	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/2023/11/08/index.html	(from https://tuckermccumber.com/2023/11/08/tuckers-final-wishes/)
10:48:01	2242/2242	---M-Z	200	added ('OK')	application/json	date:Fri,%2020%20Mar%202026%2015:48:01%20GMT	https://tuckermccumber.com/wp-json/wp/v2/posts/205	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/wp-json/wp/v2/posts/205.json	(from https://tuckermccumber.com/2023/10/20/funeral-arrangements/)
10:48:02	2287/2287	---M-Z	200	added ('OK')	application/json	date:Fri,%2020%20Mar%202026%2015:48:02%20GMT	https://tuckermccumber.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftuckermccumber.com%2F2023%2F10%2F15%2Fthank-you-all%2F	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/wp-json/oembed/1.0/embedcf02.json	(from https://tuckermccumber.com/2023/10/15/thank-you-all/)
10:48:02	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2020%20Mar%202026%2015:48:02%20GMT	https://tuckermccumber.com/?p=205	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/indexc140.html	(from https://tuckermccumber.com/2023/10/20/funeral-arrangements/)
10:48:02	811/811	---M-Z	200	added ('OK')	application/rss+xml	etag:%222b85c820d9e2d575bac44852ad645377%22	https://tuckermccumber.com/2023/10/20/funeral-arrangements/feed/	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/2023/10/20/funeral-arrangements/feed/index.html	(from https://tuckermccumber.com/2023/10/20/funeral-arrangements/)
10:48:02	2430/2430	---M-Z	200	added ('OK')	text/xml	date:Fri,%2020%20Mar%202026%2015:48:02%20GMT	https://tuckermccumber.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftuckermccumber.com%2F2023%2F10%2F15%2Fthank-you-all%2F&format=xml	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/wp-json/oembed/1.0/embedf1d8	(from https://tuckermccumber.com/2023/10/15/thank-you-all/)
10:48:02	91271/91271	---MCZ	200	added ('OK')	text/html	date:Fri,%2020%20Mar%202026%2015:48:02%20GMT	https://tuckermccumber.com/2023/10/20/	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/2023/10/20/index.html	(from https://tuckermccumber.com/2023/10/20/funeral-arrangements/)
10:48:02	2490/2490	---M-Z	200	added ('OK')	application/json	date:Fri,%2020%20Mar%202026%2015:48:02%20GMT	https://tuckermccumber.com/wp-json/wp/v2/posts/203	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/wp-json/wp/v2/posts/203.json	(from https://tuckermccumber.com/2023/10/15/thank-you-all/)
10:48:02	10955/10955	---MCZ	200	added ('OK')	application/rss+xml	etag:%222b85c820d9e2d575bac44852ad645377%22	https://tuckermccumber.com/2023/10/15/thank-you-all/feed/	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/2023/10/15/thank-you-all/feed/index.html	(from https://tuckermccumber.com/2023/10/15/thank-you-all/)
10:48:02	2261/2261	---M-Z	200	added ('OK')	application/json	date:Fri,%2020%20Mar%202026%2015:48:02%20GMT	https://tuckermccumber.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftuckermccumber.com%2F2023%2F10%2F03%2Fnew-scenery%2F	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/wp-json/oembed/1.0/embedbc38.json	(from https://tuckermccumber.com/2023/10/03/new-scenery/)
10:48:03	2404/2404	---M-Z	200	added ('OK')	text/xml	date:Fri,%2020%20Mar%202026%2015:48:03%20GMT	https://tuckermccumber.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftuckermccumber.com%2F2023%2F10%2F03%2Fnew-scenery%2F&format=xml	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/wp-json/oembed/1.0/embed4176	(from https://tuckermccumber.com/2023/10/03/new-scenery/)
10:48:03	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2020%20Mar%202026%2015:48:03%20GMT	https://tuckermccumber.com/?p=203	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/indexc39e.html	(from https://tuckermccumber.com/2023/10/15/thank-you-all/)
10:48:03	3812/3812	---M-Z	200	added ('OK')	application/json	date:Fri,%2020%20Mar%202026%2015:48:03%20GMT	https://tuckermccumber.com/wp-json/wp/v2/posts/191	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/wp-json/wp/v2/posts/191.json	(from https://tuckermccumber.com/2023/10/03/new-scenery/)
10:48:03	90920/90920	---MCZ	200	added ('OK')	text/html	date:Fri,%2020%20Mar%202026%2015:48:03%20GMT	https://tuckermccumber.com/2023/10/15/	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/2023/10/15/index.html	(from https://tuckermccumber.com/2023/10/15/thank-you-all/)
10:48:03	646032/646032	---M--	200	added ('OK')	image/jpeg	date:Tue,%2003%20Oct%202023%2020:18:18%20GMT	https://tuckermccumber.com/wp-content/uploads/2023/10/PXL_20231002_190843688-scaled.jpg	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/wp-content/uploads/2023/10/PXL_20231002_190843688-scaled.jpg	(from https://tuckermccumber.com/2023/10/03/new-scenery/)
10:48:04	927/927	---M-Z	200	added ('OK')	application/json	date:Fri,%2020%20Mar%202026%2015:48:04%20GMT	https://tuckermccumber.com/wp-json/wp/v2/users/1	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/wp-json/wp/v2/users/1.json	(from https://tuckermccumber.com/author/admin/)
10:48:04	123349/123349	---MCZ	200	added ('OK')	text/html	date:Fri,%2020%20Mar%202026%2015:48:03%20GMT	https://tuckermccumber.com/2023/10/15/thank-you-all/?replytocom=54	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/2023/10/15/thank-you-all/index129f.html	(from https://tuckermccumber.com/2023/10/15/thank-you-all/)
10:48:04	101318/101318	---M--	200	added ('OK')	image/jpeg	date:Sat,%2002%20Sep%202023%2005:39:32%20GMT	https://tuckermccumber.com/wp-content/uploads/2023/09/PXL_20230901_205055586-771x1024.jpg	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/wp-content/uploads/2023/09/PXL_20230901_205055586-771x1024.jpg	(from https://tuckermccumber.com/author/admin/)
10:48:04	123349/123349	---MCZ	200	added ('OK')	text/html	date:Fri,%2020%20Mar%202026%2015:48:04%20GMT	https://tuckermccumber.com/2023/10/15/thank-you-all/?replytocom=55	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/2023/10/15/thank-you-all/indexbbac.html	(from https://tuckermccumber.com/2023/10/15/thank-you-all/)
10:48:04	2261/2261	---M-Z	200	added ('OK')	application/json	date:Fri,%2020%20Mar%202026%2015:48:04%20GMT	https://tuckermccumber.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftuckermccumber.com%2F2023%2F10%2F01%2Fno-go-today%2F	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/wp-json/oembed/1.0/embed02ab.json	(from https://tuckermccumber.com/2023/10/01/no-go-today/)
10:48:04	123353/123353	---MCZ	200	added ('OK')	text/html	date:Fri,%2020%20Mar%202026%2015:48:04%20GMT	https://tuckermccumber.com/2023/10/15/thank-you-all/?replytocom=56	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/2023/10/15/thank-you-all/index28b4.html	(from https://tuckermccumber.com/2023/10/15/thank-you-all/)
10:48:04	2404/2404	---M-Z	200	added ('OK')	text/xml	date:Fri,%2020%20Mar%202026%2015:48:04%20GMT	https://tuckermccumber.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftuckermccumber.com%2F2023%2F10%2F01%2Fno-go-today%2F&format=xml	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/wp-json/oembed/1.0/embede960	(from https://tuckermccumber.com/2023/10/01/no-go-today/)
10:48:05	123350/123350	---MCZ	200	added ('OK')	text/html	date:Fri,%2020%20Mar%202026%2015:48:05%20GMT	https://tuckermccumber.com/2023/10/15/thank-you-all/?replytocom=57	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/2023/10/15/thank-you-all/index2166.html	(from https://tuckermccumber.com/2023/10/15/thank-you-all/)
10:48:05	2143/2143	---M-Z	200	added ('OK')	application/json	date:Fri,%2020%20Mar%202026%2015:48:05%20GMT	https://tuckermccumber.com/wp-json/wp/v2/posts/153	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/wp-json/wp/v2/posts/153.json	(from https://tuckermccumber.com/2023/10/01/no-go-today/)
10:48:05	123345/123345	---MCZ	200	added ('OK')	text/html	date:Fri,%2020%20Mar%202026%2015:48:05%20GMT	https://tuckermccumber.com/2023/10/15/thank-you-all/?replytocom=58	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/2023/10/15/thank-you-all/index7935.html	(from https://tuckermccumber.com/2023/10/15/thank-you-all/)
10:48:05	123354/123354	---MCZ	200	added ('OK')	text/html	date:Fri,%2020%20Mar%202026%2015:48:05%20GMT	https://tuckermccumber.com/2023/10/15/thank-you-all/?replytocom=59	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/2023/10/15/thank-you-all/index7653.html	(from https://tuckermccumber.com/2023/10/15/thank-you-all/)
10:48:05	2325/2325	---M-Z	200	added ('OK')	application/json	date:Fri,%2020%20Mar%202026%2015:48:05%20GMT	https://tuckermccumber.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftuckermccumber.com%2F2023%2F09%2F30%2Ffinally-some-good-news%2F	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/wp-json/oembed/1.0/embed336b.json	(from https://tuckermccumber.com/2023/09/30/finally-some-good-news/)
10:48:06	2468/2468	---M-Z	200	added ('OK')	text/xml	date:Fri,%2020%20Mar%202026%2015:48:06%20GMT	https://tuckermccumber.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftuckermccumber.com%2F2023%2F09%2F30%2Ffinally-some-good-news%2F&format=xml	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/wp-json/oembed/1.0/embed5997	(from https://tuckermccumber.com/2023/09/30/finally-some-good-news/)
10:48:06	123354/123354	---MCZ	200	added ('OK')	text/html	date:Fri,%2020%20Mar%202026%2015:48:06%20GMT	https://tuckermccumber.com/2023/10/15/thank-you-all/?replytocom=60	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/2023/10/15/thank-you-all/index2096.html	(from https://tuckermccumber.com/2023/10/15/thank-you-all/)
10:48:06	6617/6617	---M-Z	200	added ('OK')	application/json	date:Fri,%2020%20Mar%202026%2015:48:06%20GMT	https://tuckermccumber.com/wp-json/wp/v2/posts/151	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/wp-json/wp/v2/posts/151.json	(from https://tuckermccumber.com/2023/09/30/finally-some-good-news/)
10:48:06	123355/123355	---MCZ	200	added ('OK')	text/html	date:Fri,%2020%20Mar%202026%2015:48:06%20GMT	https://tuckermccumber.com/2023/10/15/thank-you-all/?replytocom=61	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/2023/10/15/thank-you-all/index504c.html	(from https://tuckermccumber.com/2023/10/15/thank-you-all/)
10:48:07	123355/123355	---MCZ	200	added ('OK')	text/html	date:Fri,%2020%20Mar%202026%2015:48:06%20GMT	https://tuckermccumber.com/2023/10/15/thank-you-all/?replytocom=63	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/2023/10/15/thank-you-all/indexa3c0.html	(from https://tuckermccumber.com/2023/10/15/thank-you-all/)
10:48:07	123355/123355	---MCZ	200	added ('OK')	text/html	date:Fri,%2020%20Mar%202026%2015:48:06%20GMT	https://tuckermccumber.com/2023/10/15/thank-you-all/?replytocom=62	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/2023/10/15/thank-you-all/index172f.html	(from https://tuckermccumber.com/2023/10/15/thank-you-all/)
10:48:07	123350/123350	---MCZ	200	added ('OK')	text/html	date:Fri,%2020%20Mar%202026%2015:48:07%20GMT	https://tuckermccumber.com/2023/10/15/thank-you-all/?replytocom=64	C:/My%20Web%20Sites/TWebsite/tuckermccumber.com/2023/10/15/thank-you-all/indexa2b6.html	(from https://tuckermccumber.com/2023/10/15/thank-you-all/)
